variant,order,rung,added,n_sources,sources,schedule,exposure,train_edges,checkpoint_step,model_prefix,model_key,logical_id,task,dataset,entry_rung,rel_to_entry,in_training,is_newcomer,metric,value,primary
split,A,7,twibot20,7,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",interleaved,matched_total_40k,background_train_holdout_nm,40000,nm_ladder_tts_h2m_r7,split__nm_ladder_tts_h2m_r7,split_A_r7,static_lp,twibot20,7,0,1,1,hits_at_50,0.9,0
split,A,7,twibot20,7,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",interleaved,matched_total_40k,background_train_holdout_nm,40000,nm_ladder_tts_h2m_r7,split__nm_ladder_tts_h2m_r7,split_A_r7,static_lp,cp_hk_twitter,8,-1,0,0,auc,0.5483739795918368,1
split,A,7,twibot20,7,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",interleaved,matched_total_40k,background_train_holdout_nm,40000,nm_ladder_tts_h2m_r7,split__nm_ladder_tts_h2m_r7,split_A_r7,static_lp,cp_hk_twitter,8,-1,0,0,average_precision,0.5113864444523967,0
split,A,7,twibot20,7,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20",interleaved,matched_total_40k,background_train_holdout_nm,40000,nm_ladder_tts_h2m_r7,split__nm_ladder_tts_h2m_r7,split_A_r7,static_lp,cp_hk_twitter,8,-1,0,0,hits_at_50,0.34,0
split,A,8,cp_hk,8,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",interleaved,matched_total_40k,background_train_holdout_nm,40000,nm_ladder_tts_h2m_r8,split__nm_ladder_tts_h2m_r8,split_A_r8,classification,covid_political,4,4,1,0,roc_auc,0.8948375416666667,1
split,A,8,cp_hk,8,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",interleaved,matched_total_40k,background_train_holdout_nm,40000,nm_ladder_tts_h2m_r8,split__nm_ladder_tts_h2m_r8,split_A_r8,classification,covid_political,4,4,1,0,accuracy,0.8358333333333333,0
split,A,8,cp_hk,8,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",interleaved,matched_total_40k,background_train_holdout_nm,40000,nm_ladder_tts_h2m_r8,split__nm_ladder_tts_h2m_r8,split_A_r8,classification,covid_political,4,4,1,0,f1,0.8389996730957829,0
split,A,8,cp_hk,8,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",interleaved,matched_total_40k,background_train_holdout_nm,40000,nm_ladder_tts_h2m_r8,split__nm_ladder_tts_h2m_r8,split_A_r8,classification,election2020,5,3,1,0,roc_auc,0.9799880000000001,1
split,A,8,cp_hk,8,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",interleaved,matched_total_40k,background_train_holdout_nm,40000,nm_ladder_tts_h2m_r8,split__nm_ladder_tts_h2m_r8,split_A_r8,classification,election2020,5,3,1,0,accuracy,0.972,0
split,A,8,cp_hk,8,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",interleaved,matched_total_40k,background_train_holdout_nm,40000,nm_ladder_tts_h2m_r8,split__nm_ladder_tts_h2m_r8,split_A_r8,classification,election2020,5,3,1,0,f1,0.9726027397260274,0
split,A,8,cp_hk,8,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",interleaved,matched_total_40k,background_train_holdout_nm,40000,nm_ladder_tts_h2m_r8,split__nm_ladder_tts_h2m_r8,split_A_r8,classification,ukr_rus_suspended,6,2,1,0,roc_auc,0.5051599999999999,1
split,A,8,cp_hk,8,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",interleaved,matched_total_40k,background_train_holdout_nm,40000,nm_ladder_tts_h2m_r8,split__nm_ladder_tts_h2m_r8,split_A_r8,classification,ukr_rus_suspended,6,2,1,0,accuracy,0.501,0
split,A,8,cp_hk,8,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",interleaved,matched_total_40k,background_train_holdout_nm,40000,nm_ladder_tts_h2m_r8,split__nm_ladder_tts_h2m_r8,split_A_r8,classification,ukr_rus_suspended,6,2,1,0,f1,0.4954499494438827,0
split,A,8,cp_hk,8,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",interleaved,matched_total_40k,background_train_holdout_nm,40000,nm_ladder_tts_h2m_r8,split__nm_ladder_tts_h2m_r8,split_A_r8,classification,twibot20,7,1,1,0,roc_auc,0.5926391944444445,1
split,A,8,cp_hk,8,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",interleaved,matched_total_40k,background_train_holdout_nm,40000,nm_ladder_tts_h2m_r8,split__nm_ladder_tts_h2m_r8,split_A_r8,classification,twibot20,7,1,1,0,accuracy,0.5701666666666667,0
split,A,8,cp_hk,8,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",interleaved,matched_total_40k,background_train_holdout_nm,40000,nm_ladder_tts_h2m_r8,split__nm_ladder_tts_h2m_r8,split_A_r8,classification,twibot20,7,1,1,0,f1,0.5691613765452723,0
split,A,8,cp_hk,8,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",interleaved,matched_total_40k,background_train_holdout_nm,40000,nm_ladder_tts_h2m_r8,split__nm_ladder_tts_h2m_r8,split_A_r8,static_lp,ukr_rus_twitter,1,7,1,0,auc,0.7299137755102041,1
split,A,8,cp_hk,8,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",interleaved,matched_total_40k,background_train_holdout_nm,40000,nm_ladder_tts_h2m_r8,split__nm_ladder_tts_h2m_r8,split_A_r8,static_lp,ukr_rus_twitter,1,7,1,0,average_precision,0.7197790221696574,0
split,A,8,cp_hk,8,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",interleaved,matched_total_40k,background_train_holdout_nm,40000,nm_ladder_tts_h2m_r8,split__nm_ladder_tts_h2m_r8,split_A_r8,static_lp,ukr_rus_twitter,1,7,1,0,hits_at_50,0.86,0
split,A,8,cp_hk,8,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",interleaved,matched_total_40k,background_train_holdout_nm,40000,nm_ladder_tts_h2m_r8,split__nm_ladder_tts_h2m_r8,split_A_r8,static_lp,covid19_twitter,2,6,1,0,auc,0.8571117346938776,1
split,A,8,cp_hk,8,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",interleaved,matched_total_40k,background_train_holdout_nm,40000,nm_ladder_tts_h2m_r8,split__nm_ladder_tts_h2m_r8,split_A_r8,static_lp,covid19_twitter,2,6,1,0,average_precision,0.8571711044700077,0
split,A,8,cp_hk,8,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",interleaved,matched_total_40k,background_train_holdout_nm,40000,nm_ladder_tts_h2m_r8,split__nm_ladder_tts_h2m_r8,split_A_r8,static_lp,covid19_twitter,2,6,1,0,hits_at_50,0.96,0
split,A,8,cp_hk,8,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",interleaved,matched_total_40k,background_train_holdout_nm,40000,nm_ladder_tts_h2m_r8,split__nm_ladder_tts_h2m_r8,split_A_r8,static_lp,midterm,3,5,1,0,auc,0.7068173469387755,1
split,A,8,cp_hk,8,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",interleaved,matched_total_40k,background_train_holdout_nm,40000,nm_ladder_tts_h2m_r8,split__nm_ladder_tts_h2m_r8,split_A_r8,static_lp,midterm,3,5,1,0,average_precision,0.6738823176545744,0
split,A,8,cp_hk,8,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",interleaved,matched_total_40k,background_train_holdout_nm,40000,nm_ladder_tts_h2m_r8,split__nm_ladder_tts_h2m_r8,split_A_r8,static_lp,midterm,3,5,1,0,hits_at_50,0.82,0
split,A,8,cp_hk,8,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",interleaved,matched_total_40k,background_train_holdout_nm,40000,nm_ladder_tts_h2m_r8,split__nm_ladder_tts_h2m_r8,split_A_r8,static_lp,twibot20,7,1,1,0,auc,0.8183877551020409,1
split,A,8,cp_hk,8,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",interleaved,matched_total_40k,background_train_holdout_nm,40000,nm_ladder_tts_h2m_r8,split__nm_ladder_tts_h2m_r8,split_A_r8,static_lp,twibot20,7,1,1,0,average_precision,0.7861180746013147,0
split,A,8,cp_hk,8,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",interleaved,matched_total_40k,background_train_holdout_nm,40000,nm_ladder_tts_h2m_r8,split__nm_ladder_tts_h2m_r8,split_A_r8,static_lp,twibot20,7,1,1,0,hits_at_50,0.94,0
split,A,8,cp_hk,8,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",interleaved,matched_total_40k,background_train_holdout_nm,40000,nm_ladder_tts_h2m_r8,split__nm_ladder_tts_h2m_r8,split_A_r8,static_lp,cp_hk_twitter,8,0,1,1,auc,0.5617392857142857,1
split,A,8,cp_hk,8,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",interleaved,matched_total_40k,background_train_holdout_nm,40000,nm_ladder_tts_h2m_r8,split__nm_ladder_tts_h2m_r8,split_A_r8,static_lp,cp_hk_twitter,8,0,1,1,average_precision,0.5162011969858785,0
split,A,8,cp_hk,8,"ukr_rus,covid,midterm,covid_political,election2020,ukr_rus_suspended,twibot20,cp_hk",interleaved,matched_total_40k,background_train_holdout_nm,40000,nm_ladder_tts_h2m_r8,split__nm_ladder_tts_h2m_r8,split_A_r8,static_lp,cp_hk_twitter,8,0,1,1,hits_at_50,0.36,0
fixed10k,A,1,ukr_rus,1,ukr_rus,interleaved,10k_per_active_source,full_adjacency,10000,nm_ladder_fx10k_h2m_ordA_r1,fixed10k__nm_ladder_fx10k_h2m_ordA_r1,fixed10k_A_r1,classification,covid_political,4,-3,0,0,roc_auc,0.9398366666666668,1
fixed10k,A,1,ukr_rus,1,ukr_rus,interleaved,10k_per_active_source,full_adjacency,10000,nm_ladder_fx10k_h2m_ordA_r1,fixed10k__nm_ladder_fx10k_h2m_ordA_r1,fixed10k_A_r1,classification,covid_political,4,-3,0,0,accuracy,0.8916666666666667,0
fixed10k,A,1,ukr_rus,1,ukr_rus,interleaved,10k_per_active_source,full_adjacency,10000,nm_ladder_fx10k_h2m_ordA_r1,fixed10k__nm_ladder_fx10k_h2m_ordA_r1,fixed10k_A_r1,classification,covid_political,4,-3,0,0,f1,0.8893617021276595,0
fixed10k,A,1,ukr_rus,1,ukr_rus,interleaved,10k_per_active_source,full_adjacency,10000,nm_ladder_fx10k_h2m_ordA_r1,fixed10k__nm_ladder_fx10k_h2m_ordA_r1,fixed10k_A_r1,classification,election2020,5,-4,0,0,roc_auc,0.984434,1
fixed10k,A,1,ukr_rus,1,ukr_rus,interleaved,10k_per_active_source,full_adjacency,10000,nm_ladder_fx10k_h2m_ordA_r1,fixed10k__nm_ladder_fx10k_h2m_ordA_r1,fixed10k_A_r1,classification,election2020,5,-4,0,0,accuracy,0.976,0
fixed10k,A,1,ukr_rus,1,ukr_rus,interleaved,10k_per_active_source,full_adjacency,10000,nm_ladder_fx10k_h2m_ordA_r1,fixed10k__nm_ladder_fx10k_h2m_ordA_r1,fixed10k_A_r1,classification,election2020,5,-4,0,0,f1,0.9764243614931237,0
fixed10k,A,1,ukr_rus,1,ukr_rus,interleaved,10k_per_active_source,full_adjacency,10000,nm_ladder_fx10k_h2m_ordA_r1,fixed10k__nm_ladder_fx10k_h2m_ordA_r1,fixed10k_A_r1,classification,ukr_rus_suspended,6,-5,0,0,roc_auc,0.483672,1
fixed10k,A,1,ukr_rus,1,ukr_rus,interleaved,10k_per_active_source,full_adjacency,10000,nm_ladder_fx10k_h2m_ordA_r1,fixed10k__nm_ladder_fx10k_h2m_ordA_r1,fixed10k_A_r1,classification,ukr_rus_suspended,6,-5,0,0,accuracy,0.478,0
fixed10k,A,1,ukr_rus,1,ukr_rus,interleaved,10k_per_active_source,full_adjacency,10000,nm_ladder_fx10k_h2m_ordA_r1,fixed10k__nm_ladder_fx10k_h2m_ordA_r1,fixed10k_A_r1,classification,ukr_rus_suspended,6,-5,0,0,f1,0.4662576687116564,0
fixed10k,A,1,ukr_rus,1,ukr_rus,interleaved,10k_per_active_source,full_adjacency,10000,nm_ladder_fx10k_h2m_ordA_r1,fixed10k__nm_ladder_fx10k_h2m_ordA_r1,fixed10k_A_r1,classification,twibot20,7,-6,0,0,roc_auc,0.5996371666666667,1
fixed10k,A,1,ukr_rus,1,ukr_rus,interleaved,10k_per_active_source,full_adjacency,10000,nm_ladder_fx10k_h2m_ordA_r1,fixed10k__nm_ladder_fx10k_h2m_ordA_r1,fixed10k_A_r1,classification,twibot20,7,-6,0,0,accuracy,0.5730833333333333,0
fixed10k,A,1,ukr_rus,1,ukr_rus,interleaved,10k_per_active_source,full_adjacency,10000,nm_ladder_fx10k_h2m_ordA_r1,fixed10k__nm_ladder_fx10k_h2m_ordA_r1,fixed10k_A_r1,classification,twibot20,7,-6,0,0,f1,0.5608982600497129,0
fixed10k,A,1,ukr_rus,1,ukr_rus,interleaved,10k_per_active_source,full_adjacency,10000,nm_ladder_fx10k_h2m_ordA_r1,fixed10k__nm_ladder_fx10k_h2m_ordA_r1,fixed10k_A_r1,static_lp,ukr_rus_twitter,1,0,1,1,auc,0.7651795918367347,1
fixed10k,A,1,ukr_rus,1,ukr_rus,interleaved,10k_per_active_source,full_adjacency,10000,nm_ladder_fx10k_h2m_ordA_r1,fixed10k__nm_ladder_fx10k_h2m_ordA_r1,fixed10k_A_r1,static_lp,ukr_rus_twitter,1,0,1,1,average_precision,0.730744694411738,0
fixed10k,A,1,ukr_rus,1,ukr_rus,interleaved,10k_per_active_source,full_adjacency,10000,nm_ladder_fx10k_h2m_ordA_r1,fixed10k__nm_ladder_fx10k_h2m_ordA_r1,fixed10k_A_r1,static_lp,ukr_rus_twitter,1,0,1,1,hits_at_50,0.84,0
fixed10k,A,1,ukr_rus,1,ukr_rus,interleaved,10k_per_active_source,full_adjacency,10000,nm_ladder_fx10k_h2m_ordA_r1,fixed10k__nm_ladder_fx10k_h2m_ordA_r1,fixed10k_A_r1,static_lp,covid19_twitter,2,-1,0,0,auc,0.8591387755102041,1
fixed10k,A,1,ukr_rus,1,ukr_rus,interleaved,10k_per_active_source,full_adjacency,10000,nm_ladder_fx10k_h2m_ordA_r1,fixed10k__nm_ladder_fx10k_h2m_ordA_r1,fixed10k_A_r1,static_lp,covid19_twitter,2,-1,0,0,average_precision,0.8418452052769495,0
fixed10k,A,1,ukr_rus,1,ukr_rus,interleaved,10k_per_active_source,full_adjacency,10000,nm_ladder_fx10k_h2m_ordA_r1,fixed10k__nm_ladder_fx10k_h2m_ordA_r1,fixed10k_A_r1,static_lp,covid19_twitter,2,-1,0,0,hits_at_50,0.94,0
fixed10k,A,1,ukr_rus,1,ukr_rus,interleaved,10k_per_active_source,full_adjacency,10000,nm_ladder_fx10k_h2m_ordA_r1,fixed10k__nm_ladder_fx10k_h2m_ordA_r1,fixed10k_A_r1,static_lp,midterm,3,-2,0,0,auc,0.7045030612244898,1
fixed10k,A,1,ukr_rus,1,ukr_rus,interleaved,10k_per_active_source,full_adjacency,10000,nm_ladder_fx10k_h2m_ordA_r1,fixed10k__nm_ladder_fx10k_h2m_ordA_r1,fixed10k_A_r1,static_lp,midterm,3,-2,0,0,average_precision,0.6321269457767204,0
fixed10k,A,1,ukr_rus,1,ukr_rus,interleaved,10k_per_active_source,full_adjacency,10000,nm_ladder_fx10k_h2m_ordA_r1,fixed10k__nm_ladder_fx10k_h2m_ordA_r1,fixed10k_A_r1,static_lp,midterm,3,-2,0,0,hits_at_50,0.68,0
fixed10k,A,1,ukr_rus,1,ukr_rus,interleaved,10k_per_active_source,full_adjacency,10000,nm_ladder_fx10k_h2m_ordA_r1,fixed10k__nm_ladder_fx10k_h2m_ordA_r1,fixed10k_A_r1,static_lp,twibot20,7,-6,0,0,auc,0.7663461734693877,1
fixed10k,A,1,ukr_rus,1,ukr_rus,interleaved,10k_per_active_source,full_adjacency,10000,nm_ladder_fx10k_h2m_ordA_r1,fixed10k__nm_ladder_fx10k_h2m_ordA_r1,fixed10k_A_r1,static_lp,twibot20,7,-6,0,0,average_precision,0.7293379315300618,0
fixed10k,A,1,ukr_rus,1,ukr_rus,interleaved,10k_per_active_source,full_adjacency,10000,nm_ladder_fx10k_h2m_ordA_r1,fixed10k__nm_ladder_fx10k_h2m_ordA_r1,fixed10k_A_r1,static_lp,twibot20,7,-6,0,0,hits_at_50,0.8,0
fixed10k,A,1,ukr_rus,1,ukr_rus,interleaved,10k_per_active_source,full_adjacency,10000,nm_ladder_fx10k_h2m_ordA_r1,fixed10k__nm_ladder_fx10k_h2m_ordA_r1,fixed10k_A_r1,static_lp,cp_hk_twitter,8,-7,0,0,auc,0.5557650510204082,1
fixed10k,A,1,ukr_rus,1,ukr_rus,interleaved,10k_per_active_source,full_adjacency,10000,nm_ladder_fx10k_h2m_ordA_r1,fixed10k__nm_ladder_fx10k_h2m_ordA_r1,fixed10k_A_r1,static_lp,cp_hk_twitter,8,-7,0,0,average_precision,0.5071091304746663,0
fixed10k,A,1,ukr_rus,1,ukr_rus,interleaved,10k_per_active_source,full_adjacency,10000,nm_ladder_fx10k_h2m_ordA_r1,fixed10k__nm_ladder_fx10k_h2m_ordA_r1,fixed10k_A_r1,static_lp,cp_hk_twitter,8,-7,0,0,hits_at_50,0.34,0
fixed10k,A,2,covid,2,"ukr_rus,covid",interleaved,10k_per_active_source,full_adjacency,20000,nm_ladder_fx10k_h2m_ordA_r2,fixed10k__nm_ladder_fx10k_h2m_ordA_r2,fixed10k_A_r2,classification,covid_political,4,-2,0,0,roc_auc,0.939150888888889,1
fixed10k,A,2,covid,2,"ukr_rus,covid",interleaved,10k_per_active_source,full_adjacency,20000,nm_ladder_fx10k_h2m_ordA_r2,fixed10k__nm_ladder_fx10k_h2m_ordA_r2,fixed10k_A_r2,classification,covid_political,4,-2,0,0,accuracy,0.8978333333333334,0
fixed10k,A,2,covid,2,"ukr_rus,covid",interleaved,10k_per_active_source,full_adjacency,20000,nm_ladder_fx10k_h2m_ordA_r2,fixed10k__nm_ladder_fx10k_h2m_ordA_r2,fixed10k_A_r2,classification,covid_political,4,-2,0,0,f1,0.8971649052172455,0
fixed10k,A,2,covid,2,"ukr_rus,covid",interleaved,10k_per_active_source,full_adjacency,20000,nm_ladder_fx10k_h2m_ordA_r2,fixed10k__nm_ladder_fx10k_h2m_ordA_r2,fixed10k_A_r2,classification,election2020,5,-3,0,0,roc_auc,0.9795020000000001,1
fixed10k,A,2,covid,2,"ukr_rus,covid",interleaved,10k_per_active_source,full_adjacency,20000,nm_ladder_fx10k_h2m_ordA_r2,fixed10k__nm_ladder_fx10k_h2m_ordA_r2,fixed10k_A_r2,classification,election2020,5,-3,0,0,accuracy,0.973,0
fixed10k,A,2,covid,2,"ukr_rus,covid",interleaved,10k_per_active_source,full_adjacency,20000,nm_ladder_fx10k_h2m_ordA_r2,fixed10k__nm_ladder_fx10k_h2m_ordA_r2,fixed10k_A_r2,classification,election2020,5,-3,0,0,f1,0.9734513274336283,0
fixed10k,A,2,covid,2,"ukr_rus,covid",interleaved,10k_per_active_source,full_adjacency,20000,nm_ladder_fx10k_h2m_ordA_r2,fixed10k__nm_ladder_fx10k_h2m_ordA_r2,fixed10k_A_r2,classification,ukr_rus_suspended,6,-4,0,0,roc_auc,0.50444,1
fixed10k,A,2,covid,2,"ukr_rus,covid",interleaved,10k_per_active_source,full_adjacency,20000,nm_ladder_fx10k_h2m_ordA_r2,fixed10k__nm_ladder_fx10k_h2m_ordA_r2,fixed10k_A_r2,classification,ukr_rus_suspended,6,-4,0,0,accuracy,0.503,0
fixed10k,A,2,covid,2,"ukr_rus,covid",interleaved,10k_per_active_source,full_adjacency,20000,nm_ladder_fx10k_h2m_ordA_r2,fixed10k__nm_ladder_fx10k_h2m_ordA_r2,fixed10k_A_r2,classification,ukr_rus_suspended,6,-4,0,0,f1,0.49440488301119023,0
fixed10k,A,2,covid,2,"ukr_rus,covid",interleaved,10k_per_active_source,full_adjacency,20000,nm_ladder_fx10k_h2m_ordA_r2,fixed10k__nm_ladder_fx10k_h2m_ordA_r2,fixed10k_A_r2,classification,twibot20,7,-5,0,0,roc_auc,0.6280235277777778,1
fixed10k,A,2,covid,2,"ukr_rus,covid",interleaved,10k_per_active_source,full_adjacency,20000,nm_ladder_fx10k_h2m_ordA_r2,fixed10k__nm_ladder_fx10k_h2m_ordA_r2,fixed10k_A_r2,classification,twibot20,7,-5,0,0,accuracy,0.5953333333333334,0
fixed10k,A,2,covid,2,"ukr_rus,covid",interleaved,10k_per_active_source,full_adjacency,20000,nm_ladder_fx10k_h2m_ordA_r2,fixed10k__nm_ladder_fx10k_h2m_ordA_r2,fixed10k_A_r2,classification,twibot20,7,-5,0,0,f1,0.6020324536961154,0
fixed10k,A,2,covid,2,"ukr_rus,covid",interleaved,10k_per_active_source,full_adjacency,20000,nm_ladder_fx10k_h2m_ordA_r2,fixed10k__nm_ladder_fx10k_h2m_ordA_r2,fixed10k_A_r2,static_lp,ukr_rus_twitter,1,1,1,0,auc,0.7777663265306123,1
fixed10k,A,2,covid,2,"ukr_rus,covid",interleaved,10k_per_active_source,full_adjacency,20000,nm_ladder_fx10k_h2m_ordA_r2,fixed10k__nm_ladder_fx10k_h2m_ordA_r2,fixed10k_A_r2,static_lp,ukr_rus_twitter,1,1,1,0,average_precision,0.7447925733949577,0
fixed10k,A,2,covid,2,"ukr_rus,covid",interleaved,10k_per_active_source,full_adjacency,20000,nm_ladder_fx10k_h2m_ordA_r2,fixed10k__nm_ladder_fx10k_h2m_ordA_r2,fixed10k_A_r2,static_lp,ukr_rus_twitter,1,1,1,0,hits_at_50,0.82,0
fixed10k,A,2,covid,2,"ukr_rus,covid",interleaved,10k_per_active_source,full_adjacency,20000,nm_ladder_fx10k_h2m_ordA_r2,fixed10k__nm_ladder_fx10k_h2m_ordA_r2,fixed10k_A_r2,static_lp,covid19_twitter,2,0,1,1,auc,0.9002556122448979,1
fixed10k,A,2,covid,2,"ukr_rus,covid",interleaved,10k_per_active_source,full_adjacency,20000,nm_ladder_fx10k_h2m_ordA_r2,fixed10k__nm_ladder_fx10k_h2m_ordA_r2,fixed10k_A_r2,static_lp,covid19_twitter,2,0,1,1,average_precision,0.8920853341081426,0
fixed10k,A,2,covid,2,"ukr_rus,covid",interleaved,10k_per_active_source,full_adjacency,20000,nm_ladder_fx10k_h2m_ordA_r2,fixed10k__nm_ladder_fx10k_h2m_ordA_r2,fixed10k_A_r2,static_lp,covid19_twitter,2,0,1,1,hits_at_50,0.94,0
fixed10k,A,2,covid,2,"ukr_rus,covid",interleaved,10k_per_active_source,full_adjacency,20000,nm_ladder_fx10k_h2m_ordA_r2,fixed10k__nm_ladder_fx10k_h2m_ordA_r2,fixed10k_A_r2,static_lp,midterm,3,-1,0,0,auc,0.7150086734693878,1
fixed10k,A,2,covid,2,"ukr_rus,covid",interleaved,10k_per_active_source,full_adjacency,20000,nm_ladder_fx10k_h2m_ordA_r2,fixed10k__nm_ladder_fx10k_h2m_ordA_r2,fixed10k_A_r2,static_lp,midterm,3,-1,0,0,average_precision,0.6448340309298414,0
fixed10k,A,2,covid,2,"ukr_rus,covid",interleaved,10k_per_active_source,full_adjacency,20000,nm_ladder_fx10k_h2m_ordA_r2,fixed10k__nm_ladder_fx10k_h2m_ordA_r2,fixed10k_A_r2,static_lp,midterm,3,-1,0,0,hits_at_50,0.72,0
fixed10k,A,2,covid,2,"ukr_rus,covid",interleaved,10k_per_active_source,full_adjacency,20000,nm_ladder_fx10k_h2m_ordA_r2,fixed10k__nm_ladder_fx10k_h2m_ordA_r2,fixed10k_A_r2,static_lp,twibot20,7,-5,0,0,auc,0.8348545918367347,1
fixed10k,A,2,covid,2,"ukr_rus,covid",interleaved,10k_per_active_source,full_adjacency,20000,nm_ladder_fx10k_h2m_ordA_r2,fixed10k__nm_ladder_fx10k_h2m_ordA_r2,fixed10k_A_r2,static_lp,twibot20,7,-5,0,0,average_precision,0.7942113499945143,0
fixed10k,A,2,covid,2,"ukr_rus,covid",interleaved,10k_per_active_source,full_adjacency,20000,nm_ladder_fx10k_h2m_ordA_r2,fixed10k__nm_ladder_fx10k_h2m_ordA_r2,fixed10k_A_r2,static_lp,twibot20,7,-5,0,0,hits_at_50,0.88,0
fixed10k,A,2,covid,2,"ukr_rus,covid",interleaved,10k_per_active_source,full_adjacency,20000,nm_ladder_fx10k_h2m_ordA_r2,fixed10k__nm_ladder_fx10k_h2m_ordA_r2,fixed10k_A_r2,static_lp,cp_hk_twitter,8,-6,0,0,auc,0.5661872448979591,1
fixed10k,A,2,covid,2,"ukr_rus,covid",interleaved,10k_per_active_source,full_adjacency,20000,nm_ladder_fx10k_h2m_ordA_r2,fixed10k__nm_ladder_fx10k_h2m_ordA_r2,fixed10k_A_r2,static_lp,cp_hk_twitter,8,-6,0,0,average_precision,0.5138376732109072,0
fixed10k,A,2,covid,2,"ukr_rus,covid",interleaved,10k_per_active_source,full_adjacency,20000,nm_ladder_fx10k_h2m_ordA_r2,fixed10k__nm_ladder_fx10k_h2m_ordA_r2,fixed10k_A_r2,static_lp,cp_hk_twitter,8,-6,0,0,hits_at_50,0.28,0
fixed10k,A,3,midterm,3,"ukr_rus,covid,midterm",interleaved,10k_per_active_source,full_adjacency,30000,nm_ladder_fx10k_h2m_ordA_r3,fixed10k__nm_ladder_fx10k_h2m_ordA_r3,fixed10k_A_r3,classification,covid_political,4,-1,0,0,roc_auc,0.9247415555555556,1
fixed10k,A,3,midterm,3,"ukr_rus,covid,midterm",interleaved,10k_per_active_source,full_adjacency,30000,nm_ladder_fx10k_h2m_ordA_r3,fixed10k__nm_ladder_fx10k_h2m_ordA_r3,fixed10k_A_r3,classification,covid_political,4,-1,0,0,accuracy,0.8758333333333334,0
fixed10k,A,3,midterm,3,"ukr_rus,covid,midterm",interleaved,10k_per_active_source,full_adjacency,30000,nm_ladder_fx10k_h2m_ordA_r3,fixed10k__nm_ladder_fx10k_h2m_ordA_r3,fixed10k_A_r3,classification,covid_political,4,-1,0,0,f1,0.8755845023380093,0
fixed10k,A,3,midterm,3,"ukr_rus,covid,midterm",interleaved,10k_per_active_source,full_adjacency,30000,nm_ladder_fx10k_h2m_ordA_r3,fixed10k__nm_ladder_fx10k_h2m_ordA_r3,fixed10k_A_r3,classification,election2020,5,-2,0,0,roc_auc,0.9856880000000001,1
fixed10k,A,3,midterm,3,"ukr_rus,covid,midterm",interleaved,10k_per_active_source,full_adjacency,30000,nm_ladder_fx10k_h2m_ordA_r3,fixed10k__nm_ladder_fx10k_h2m_ordA_r3,fixed10k_A_r3,classification,election2020,5,-2,0,0,accuracy,0.974,0
fixed10k,A,3,midterm,3,"ukr_rus,covid,midterm",interleaved,10k_per_active_source,full_adjacency,30000,nm_ladder_fx10k_h2m_ordA_r3,fixed10k__nm_ladder_fx10k_h2m_ordA_r3,fixed10k_A_r3,classification,election2020,5,-2,0,0,f1,0.9744094488188977,0
